user_id,product_id,action,category,age,product_name,price,sale
28,74,view,thiet-bi-ve-sinh,18-35,Máy giặt Electrolux 9kg,8000000,1
46,54,purchased,may-loc-nuoc,3-17,Lò vi sóng Panasonic,5000000,49
88,78,view,may-loc-nuoc,3-17,Máy giặt Electrolux 9kg,8000000,22
5,86,view,thiet-bi-ve-sinh,18-35,Máy tính xách tay Dell,20000000,32
40,21,addcart,xe-dien,18-35,Tivi LG 55 inch,15000000,37
75,38,view,xe-dien,55+,Lò vi sóng Panasonic,5000000,5
74,63,addcart,tam-op-tuong,18-35,Điều hòa Daikin 12000 BTU,12000000,33
9,50,purchased,tam-op-tuong,55+,Lò vi sóng Panasonic,5000000,36
88,53,purchased,xe-dien,3-17,Máy lọc không khí Sharp,6000000,30
21,82,view,may-loc-nuoc,18-35,Máy tính xách tay Dell,20000000,38
25,4,view,xe-dien,18-35,Máy lọc không khí Sharp,6000000,40
40,76,purchased,may-loc-nuoc,18-35,Máy tính xách tay Dell,20000000,51
86,96,purchased,xe-dien,55+,Loa bluetooth JBL,3000000,2
24,69,addcart,xe-dien,55+,Máy tính xách tay Dell,20000000,25
26,1,purchased,may-loc-nuoc,18-35,Máy ảnh Canon EOS,25000000,51
30,63,view,thiet-bi-ve-sinh,3-17,Lò vi sóng Panasonic,5000000,57
82,94,view,tam-op-tuong,36-55,Máy ảnh Canon EOS,25000000,43
97,3,purchased,may-loc-nuoc,18-35,Tủ lạnh Samsung 300L,10000000,25
54,65,addcart,may-loc-nuoc,36-55,Máy giặt Electrolux 9kg,8000000,47
14,97,view,xe-dien,55+,Tivi LG 55 inch,15000000,10
53,13,purchased,tam-op-tuong,36-55,Tủ lạnh Samsung 300L,10000000,15
16,48,view,thiet-bi-ve-sinh,3-17,Smartphone Xiaomi,7000000,59
44,85,addcart,thiet-bi-ve-sinh,55+,Lò vi sóng Panasonic,5000000,46
95,82,addcart,may-loc-nuoc,55+,Máy ảnh Canon EOS,25000000,50
35,99,view,tam-op-tuong,55+,Smartphone Xiaomi,7000000,36
52,48,addcart,xe-dien,3-17,Smartphone Xiaomi,7000000,25
23,76,view,may-loc-nuoc,36-55,Tivi LG 55 inch,15000000,27
7,8,purchased,thiet-bi-ve-sinh,3-17,Lò vi sóng Panasonic,5000000,49
46,81,purchased,thiet-bi-ve-sinh,55+,Máy giặt Electrolux 9kg,8000000,47
41,89,purchased,thiet-bi-ve-sinh,3-17,Máy giặt Electrolux 9kg,8000000,52
53,82,view,may-loc-nuoc,36-55,Máy giặt Electrolux 9kg,8000000,20
90,71,purchased,tam-op-tuong,18-35,Máy lọc không khí Sharp,6000000,7
45,62,addcart,may-loc-nuoc,36-55,Máy lọc không khí Sharp,6000000,41
74,96,view,may-loc-nuoc,18-35,Smartphone Xiaomi,7000000,40
66,3,addcart,xe-dien,36-55,Máy ảnh Canon EOS,25000000,26
61,9,view,xe-dien,18-35,Tivi LG 55 inch,15000000,25
17,27,view,may-loc-nuoc,18-35,Smartphone Xiaomi,7000000,10
47,63,purchased,tam-op-tuong,18-35,Lò vi sóng Panasonic,5000000,14
11,91,purchased,thiet-bi-ve-sinh,18-35,Điều hòa Daikin 12000 BTU,12000000,51
91,48,purchased,xe-dien,3-17,Smartphone Xiaomi,7000000,41
86,65,purchased,may-loc-nuoc,55+,Lò vi sóng Panasonic,5000000,15
15,73,purchased,xe-dien,36-55,Điều hòa Daikin 12000 BTU,12000000,11
99,41,view,tam-op-tuong,3-17,Máy lọc không khí Sharp,6000000,2
14,63,view,xe-dien,36-55,Smartphone Xiaomi,7000000,36
17,49,addcart,tam-op-tuong,55+,Điều hòa Daikin 12000 BTU,12000000,51
100,82,addcart,tam-op-tuong,55+,Điều hòa Daikin 12000 BTU,12000000,31
54,53,view,may-loc-nuoc,3-17,Điều hòa Daikin 12000 BTU,12000000,58
30,29,view,tam-op-tuong,36-55,Loa bluetooth JBL,3000000,24
4,48,addcart,tam-op-tuong,55+,Loa bluetooth JBL,3000000,15
65,83,purchased,may-loc-nuoc,55+,Tivi LG 55 inch,15000000,27
41,28,view,xe-dien,36-55,Điều hòa Daikin 12000 BTU,12000000,50
27,50,purchased,may-loc-nuoc,55+,Loa bluetooth JBL,3000000,8
59,42,addcart,xe-dien,3-17,Lò vi sóng Panasonic,5000000,24
91,68,purchased,xe-dien,3-17,Smartphone Xiaomi,7000000,55
26,37,purchased,may-loc-nuoc,18-35,Máy giặt Electrolux 9kg,8000000,36
44,56,addcart,xe-dien,55+,Smartphone Xiaomi,7000000,44
27,32,purchased,thiet-bi-ve-sinh,55+,Smartphone Xiaomi,7000000,15
14,14,purchased,tam-op-tuong,36-55,Loa bluetooth JBL,3000000,34
48,25,purchased,tam-op-tuong,36-55,Máy tính xách tay Dell,20000000,15
12,18,purchased,xe-dien,55+,Máy ảnh Canon EOS,25000000,18
48,62,purchased,tam-op-tuong,18-35,Máy lọc không khí Sharp,6000000,9
98,20,purchased,may-loc-nuoc,55+,Điều hòa Daikin 12000 BTU,12000000,26
6,95,purchased,may-loc-nuoc,18-35,Điều hòa Daikin 12000 BTU,12000000,46
54,29,addcart,tam-op-tuong,3-17,Máy giặt Electrolux 9kg,8000000,6
85,4,view,xe-dien,36-55,Loa bluetooth JBL,3000000,6
4,75,view,thiet-bi-ve-sinh,18-35,Tủ lạnh Samsung 300L,10000000,38
68,47,purchased,may-loc-nuoc,18-35,Tủ lạnh Samsung 300L,10000000,52
21,77,addcart,may-loc-nuoc,36-55,Tủ lạnh Samsung 300L,10000000,14
65,58,addcart,thiet-bi-ve-sinh,36-55,Smartphone Xiaomi,7000000,29
87,33,addcart,may-loc-nuoc,18-35,Máy giặt Electrolux 9kg,8000000,23
32,55,view,tam-op-tuong,18-35,Máy tính xách tay Dell,20000000,58
19,79,purchased,tam-op-tuong,36-55,Tivi LG 55 inch,15000000,49
24,25,addcart,may-loc-nuoc,36-55,Tủ lạnh Samsung 300L,10000000,51
39,34,view,thiet-bi-ve-sinh,18-35,Máy lọc không khí Sharp,6000000,21
17,83,purchased,tam-op-tuong,55+,Lò vi sóng Panasonic,5000000,2
55,23,view,may-loc-nuoc,18-35,Máy giặt Electrolux 9kg,8000000,43
97,93,purchased,may-loc-nuoc,36-55,Máy giặt Electrolux 9kg,8000000,46
39,64,addcart,xe-dien,55+,Lò vi sóng Panasonic,5000000,18
72,93,addcart,may-loc-nuoc,3-17,Máy ảnh Canon EOS,25000000,50
85,48,addcart,thiet-bi-ve-sinh,3-17,Máy lọc không khí Sharp,6000000,16
99,87,purchased,thiet-bi-ve-sinh,18-35,Máy tính xách tay Dell,20000000,55
12,53,purchased,xe-dien,3-17,Smartphone Xiaomi,7000000,46
47,3,addcart,thiet-bi-ve-sinh,3-17,Máy ảnh Canon EOS,25000000,24
1,62,view,tam-op-tuong,36-55,Điều hòa Daikin 12000 BTU,12000000,40
97,16,view,tam-op-tuong,55+,Tủ lạnh Samsung 300L,10000000,16
33,55,view,thiet-bi-ve-sinh,18-35,Tủ lạnh Samsung 300L,10000000,48
38,38,purchased,xe-dien,55+,Smartphone Xiaomi,7000000,11
19,46,view,thiet-bi-ve-sinh,36-55,Điều hòa Daikin 12000 BTU,12000000,37
93,35,view,may-loc-nuoc,18-35,Tủ lạnh Samsung 300L,10000000,25
66,79,view,thiet-bi-ve-sinh,36-55,Tủ lạnh Samsung 300L,10000000,43
64,6,view,may-loc-nuoc,36-55,Máy giặt Electrolux 9kg,8000000,0
93,66,view,may-loc-nuoc,3-17,Loa bluetooth JBL,3000000,57
86,5,view,may-loc-nuoc,36-55,Loa bluetooth JBL,3000000,5
66,87,view,thiet-bi-ve-sinh,3-17,Máy tính xách tay Dell,20000000,24
39,51,view,tam-op-tuong,36-55,Loa bluetooth JBL,3000000,26
2,80,purchased,xe-dien,3-17,Máy lọc không khí Sharp,6000000,32
95,29,addcart,xe-dien,3-17,Smartphone Xiaomi,7000000,21
7,4,purchased,thiet-bi-ve-sinh,55+,Máy tính xách tay Dell,20000000,42
17,53,purchased,xe-dien,18-35,Tủ lạnh Samsung 300L,10000000,55
99,51,purchased,xe-dien,55+,Điều hòa Daikin 12000 BTU,12000000,22
34,74,view,tam-op-tuong,3-17,Máy giặt Electrolux 9kg,8000000,53
63,29,purchased,tam-op-tuong,36-55,Lò vi sóng Panasonic,5000000,1
43,61,purchased,tam-op-tuong,36-55,Tivi LG 55 inch,15000000,52
33,4,view,tam-op-tuong,55+,Máy lọc không khí Sharp,6000000,11
64,49,view,thiet-bi-ve-sinh,55+,Điều hòa Daikin 12000 BTU,12000000,47
69,4,purchased,thiet-bi-ve-sinh,55+,Tủ lạnh Samsung 300L,10000000,57
21,89,view,may-loc-nuoc,3-17,Điều hòa Daikin 12000 BTU,12000000,37
100,54,addcart,xe-dien,36-55,Smartphone Xiaomi,7000000,50
39,62,purchased,thiet-bi-ve-sinh,18-35,Lò vi sóng Panasonic,5000000,1
55,36,purchased,tam-op-tuong,3-17,Máy giặt Electrolux 9kg,8000000,49
38,75,purchased,tam-op-tuong,18-35,Lò vi sóng Panasonic,5000000,0
33,25,view,may-loc-nuoc,55+,Máy lọc không khí Sharp,6000000,9
79,83,purchased,may-loc-nuoc,18-35,Lò vi sóng Panasonic,5000000,32
54,92,view,xe-dien,36-55,Tủ lạnh Samsung 300L,10000000,28
41,75,addcart,thiet-bi-ve-sinh,18-35,Điều hòa Daikin 12000 BTU,12000000,31
94,43,addcart,xe-dien,55+,Lò vi sóng Panasonic,5000000,25
82,60,addcart,tam-op-tuong,55+,Máy lọc không khí Sharp,6000000,42
61,30,purchased,xe-dien,18-35,Tivi LG 55 inch,15000000,52
42,71,purchased,tam-op-tuong,55+,Máy tính xách tay Dell,20000000,21
26,24,purchased,xe-dien,3-17,Máy ảnh Canon EOS,25000000,45
2,47,addcart,xe-dien,18-35,Máy giặt Electrolux 9kg,8000000,39
75,37,view,may-loc-nuoc,3-17,Máy giặt Electrolux 9kg,8000000,36
99,15,view,tam-op-tuong,18-35,Tủ lạnh Samsung 300L,10000000,35
59,53,addcart,xe-dien,18-35,Máy lọc không khí Sharp,6000000,5
6,53,view,tam-op-tuong,55+,Máy ảnh Canon EOS,25000000,26
4,6,addcart,may-loc-nuoc,3-17,Tivi LG 55 inch,15000000,55
83,96,purchased,may-loc-nuoc,18-35,Máy tính xách tay Dell,20000000,45
50,43,view,xe-dien,36-55,Smartphone Xiaomi,7000000,39
68,3,addcart,tam-op-tuong,36-55,Tủ lạnh Samsung 300L,10000000,5
8,58,purchased,thiet-bi-ve-sinh,55+,Điều hòa Daikin 12000 BTU,12000000,40
83,13,purchased,thiet-bi-ve-sinh,55+,Máy ảnh Canon EOS,25000000,6
54,77,purchased,may-loc-nuoc,18-35,Máy tính xách tay Dell,20000000,52
86,23,view,may-loc-nuoc,3-17,Máy lọc không khí Sharp,6000000,13
8,24,addcart,thiet-bi-ve-sinh,55+,Máy giặt Electrolux 9kg,8000000,52
55,50,addcart,may-loc-nuoc,36-55,Loa bluetooth JBL,3000000,15
13,70,view,xe-dien,36-55,Máy lọc không khí Sharp,6000000,51
12,35,view,may-loc-nuoc,18-35,Máy lọc không khí Sharp,6000000,38
84,26,purchased,thiet-bi-ve-sinh,55+,Máy giặt Electrolux 9kg,8000000,29
26,57,purchased,may-loc-nuoc,36-55,Tủ lạnh Samsung 300L,10000000,35
21,11,view,tam-op-tuong,3-17,Máy tính xách tay Dell,20000000,52
15,22,addcart,tam-op-tuong,55+,Lò vi sóng Panasonic,5000000,32
15,82,addcart,may-loc-nuoc,55+,Tủ lạnh Samsung 300L,10000000,2
23,67,addcart,thiet-bi-ve-sinh,55+,Tủ lạnh Samsung 300L,10000000,28
25,85,addcart,thiet-bi-ve-sinh,36-55,Lò vi sóng Panasonic,5000000,8
67,74,view,xe-dien,36-55,Máy ảnh Canon EOS,25000000,11
38,72,view,tam-op-tuong,18-35,Điều hòa Daikin 12000 BTU,12000000,5
95,12,purchased,may-loc-nuoc,3-17,Loa bluetooth JBL,3000000,18
92,77,view,tam-op-tuong,18-35,Lò vi sóng Panasonic,5000000,14
33,32,view,thiet-bi-ve-sinh,55+,Máy ảnh Canon EOS,25000000,55
58,5,addcart,xe-dien,55+,Máy lọc không khí Sharp,6000000,40
48,17,addcart,tam-op-tuong,55+,Máy tính xách tay Dell,20000000,34
7,12,view,may-loc-nuoc,55+,Lò vi sóng Panasonic,5000000,48
64,5,purchased,xe-dien,55+,Máy lọc không khí Sharp,6000000,36
23,53,view,thiet-bi-ve-sinh,36-55,Điều hòa Daikin 12000 BTU,12000000,57
15,22,view,tam-op-tuong,55+,Máy tính xách tay Dell,20000000,30
94,9,view,may-loc-nuoc,55+,Máy giặt Electrolux 9kg,8000000,5
77,45,view,tam-op-tuong,55+,Máy giặt Electrolux 9kg,8000000,16
53,28,view,thiet-bi-ve-sinh,18-35,Loa bluetooth JBL,3000000,25
41,97,purchased,may-loc-nuoc,55+,Tivi LG 55 inch,15000000,20
1,37,addcart,xe-dien,18-35,Loa bluetooth JBL,3000000,15
5,8,addcart,thiet-bi-ve-sinh,3-17,Smartphone Xiaomi,7000000,52
39,24,purchased,tam-op-tuong,3-17,Tivi LG 55 inch,15000000,8
83,36,view,may-loc-nuoc,55+,Smartphone Xiaomi,7000000,35
82,38,purchased,thiet-bi-ve-sinh,36-55,Máy giặt Electrolux 9kg,8000000,55
56,39,addcart,tam-op-tuong,18-35,Smartphone Xiaomi,7000000,55
70,51,purchased,thiet-bi-ve-sinh,55+,Máy giặt Electrolux 9kg,8000000,25
37,14,addcart,may-loc-nuoc,36-55,Loa bluetooth JBL,3000000,40
60,33,purchased,may-loc-nuoc,55+,Smartphone Xiaomi,7000000,10
33,7,purchased,thiet-bi-ve-sinh,36-55,Máy lọc không khí Sharp,6000000,16
71,10,purchased,thiet-bi-ve-sinh,3-17,Máy tính xách tay Dell,20000000,1
77,67,purchased,may-loc-nuoc,18-35,Tivi LG 55 inch,15000000,23
19,9,purchased,tam-op-tuong,18-35,Lò vi sóng Panasonic,5000000,15
79,61,purchased,xe-dien,36-55,Máy ảnh Canon EOS,25000000,20
98,54,view,may-loc-nuoc,55+,Lò vi sóng Panasonic,5000000,0
24,70,view,xe-dien,36-55,Lò vi sóng Panasonic,5000000,35
63,33,addcart,tam-op-tuong,55+,Tivi LG 55 inch,15000000,52
49,90,view,thiet-bi-ve-sinh,3-17,Smartphone Xiaomi,7000000,9
41,59,addcart,tam-op-tuong,3-17,Tivi LG 55 inch,15000000,46
50,37,addcart,xe-dien,36-55,Loa bluetooth JBL,3000000,44
58,49,addcart,xe-dien,18-35,Smartphone Xiaomi,7000000,50
46,92,purchased,xe-dien,3-17,Lò vi sóng Panasonic,5000000,33
69,62,view,tam-op-tuong,55+,Máy tính xách tay Dell,20000000,32
53,48,purchased,xe-dien,55+,Máy lọc không khí Sharp,6000000,35
14,58,view,xe-dien,36-55,Tủ lạnh Samsung 300L,10000000,40
72,92,addcart,xe-dien,36-55,Tủ lạnh Samsung 300L,10000000,39
37,91,addcart,tam-op-tuong,36-55,Tủ lạnh Samsung 300L,10000000,37
7,25,purchased,thiet-bi-ve-sinh,36-55,Tivi LG 55 inch,15000000,24
84,64,addcart,xe-dien,18-35,Máy ảnh Canon EOS,25000000,34
34,2,purchased,xe-dien,18-35,Máy ảnh Canon EOS,25000000,54
82,78,view,thiet-bi-ve-sinh,36-55,Smartphone Xiaomi,7000000,1
14,34,purchased,tam-op-tuong,55+,Máy tính xách tay Dell,20000000,58
77,60,addcart,thiet-bi-ve-sinh,3-17,Máy tính xách tay Dell,20000000,15
81,12,view,thiet-bi-ve-sinh,36-55,Điều hòa Daikin 12000 BTU,12000000,13
73,94,purchased,thiet-bi-ve-sinh,36-55,Tủ lạnh Samsung 300L,10000000,14
58,31,addcart,may-loc-nuoc,55+,Máy ảnh Canon EOS,25000000,42
87,43,view,may-loc-nuoc,55+,Lò vi sóng Panasonic,5000000,40
60,76,purchased,may-loc-nuoc,3-17,Máy tính xách tay Dell,20000000,14
23,2,view,xe-dien,3-17,Tivi LG 55 inch,15000000,45
88,53,purchased,may-loc-nuoc,36-55,Tủ lạnh Samsung 300L,10000000,11
63,65,addcart,xe-dien,3-17,Máy lọc không khí Sharp,6000000,20
92,83,view,thiet-bi-ve-sinh,36-55,Máy lọc không khí Sharp,6000000,57
40,93,purchased,xe-dien,3-17,Điều hòa Daikin 12000 BTU,12000000,51
44,8,addcart,xe-dien,55+,Máy tính xách tay Dell,20000000,28
37,87,addcart,thiet-bi-ve-sinh,55+,Máy ảnh Canon EOS,25000000,10
95,87,purchased,tam-op-tuong,18-35,Máy lọc không khí Sharp,6000000,15
95,86,view,may-loc-nuoc,18-35,Máy tính xách tay Dell,20000000,23
46,2,addcart,thiet-bi-ve-sinh,3-17,Lò vi sóng Panasonic,5000000,46
76,1,addcart,xe-dien,55+,Điều hòa Daikin 12000 BTU,12000000,50
38,45,purchased,thiet-bi-ve-sinh,55+,Tivi LG 55 inch,15000000,32
88,21,addcart,tam-op-tuong,18-35,Tivi LG 55 inch,15000000,28
65,6,view,thiet-bi-ve-sinh,36-55,Loa bluetooth JBL,3000000,36
41,26,purchased,may-loc-nuoc,3-17,Smartphone Xiaomi,7000000,44
99,76,addcart,xe-dien,18-35,Tủ lạnh Samsung 300L,10000000,50
44,45,addcart,thiet-bi-ve-sinh,36-55,Máy ảnh Canon EOS,25000000,42
83,44,view,may-loc-nuoc,3-17,Máy giặt Electrolux 9kg,8000000,18
44,43,purchased,thiet-bi-ve-sinh,55+,Tivi LG 55 inch,15000000,10
69,31,purchased,tam-op-tuong,18-35,Máy tính xách tay Dell,20000000,25
57,13,addcart,thiet-bi-ve-sinh,18-35,Loa bluetooth JBL,3000000,51
94,79,addcart,thiet-bi-ve-sinh,55+,Máy tính xách tay Dell,20000000,14
81,13,view,xe-dien,3-17,Máy giặt Electrolux 9kg,8000000,45
47,96,view,may-loc-nuoc,36-55,Loa bluetooth JBL,3000000,57
78,33,addcart,may-loc-nuoc,36-55,Máy lọc không khí Sharp,6000000,10
94,96,addcart,xe-dien,36-55,Máy lọc không khí Sharp,6000000,43
94,97,addcart,thiet-bi-ve-sinh,18-35,Máy ảnh Canon EOS,25000000,17
49,49,view,thiet-bi-ve-sinh,3-17,Lò vi sóng Panasonic,5000000,9
5,58,addcart,may-loc-nuoc,3-17,Máy lọc không khí Sharp,6000000,3
8,91,addcart,may-loc-nuoc,36-55,Máy ảnh Canon EOS,25000000,3
84,97,view,tam-op-tuong,36-55,Loa bluetooth JBL,3000000,24
55,84,purchased,xe-dien,36-55,Tivi LG 55 inch,15000000,0
94,86,addcart,tam-op-tuong,55+,Điều hòa Daikin 12000 BTU,12000000,39
93,61,view,may-loc-nuoc,36-55,Máy lọc không khí Sharp,6000000,58
57,93,view,may-loc-nuoc,55+,Tủ lạnh Samsung 300L,10000000,27
61,9,addcart,xe-dien,3-17,Lò vi sóng Panasonic,5000000,42
52,67,purchased,thiet-bi-ve-sinh,3-17,Tủ lạnh Samsung 300L,10000000,54
51,35,purchased,thiet-bi-ve-sinh,18-35,Loa bluetooth JBL,3000000,40
21,62,addcart,tam-op-tuong,55+,Điều hòa Daikin 12000 BTU,12000000,19
97,48,addcart,xe-dien,3-17,Máy ảnh Canon EOS,25000000,33
48,12,addcart,thiet-bi-ve-sinh,36-55,Smartphone Xiaomi,7000000,52
61,75,view,thiet-bi-ve-sinh,36-55,Điều hòa Daikin 12000 BTU,12000000,27
38,25,addcart,xe-dien,55+,Điều hòa Daikin 12000 BTU,12000000,7
59,73,view,may-loc-nuoc,18-35,Máy giặt Electrolux 9kg,8000000,56
93,83,purchased,tam-op-tuong,18-35,Máy tính xách tay Dell,20000000,31
84,42,addcart,thiet-bi-ve-sinh,55+,Loa bluetooth JBL,3000000,54
94,16,view,tam-op-tuong,55+,Tivi LG 55 inch,15000000,4
61,75,purchased,may-loc-nuoc,18-35,Tivi LG 55 inch,15000000,40
29,24,addcart,may-loc-nuoc,36-55,Lò vi sóng Panasonic,5000000,18
32,47,addcart,tam-op-tuong,36-55,Máy tính xách tay Dell,20000000,47
11,99,addcart,may-loc-nuoc,55+,Smartphone Xiaomi,7000000,22
10,73,view,xe-dien,18-35,Máy tính xách tay Dell,20000000,45
17,72,addcart,tam-op-tuong,3-17,Máy giặt Electrolux 9kg,8000000,3
91,63,view,thiet-bi-ve-sinh,55+,Máy tính xách tay Dell,20000000,56
68,36,addcart,may-loc-nuoc,36-55,Lò vi sóng Panasonic,5000000,5
85,86,view,thiet-bi-ve-sinh,36-55,Tủ lạnh Samsung 300L,10000000,15
40,10,addcart,thiet-bi-ve-sinh,3-17,Máy giặt Electrolux 9kg,8000000,19
86,47,addcart,thiet-bi-ve-sinh,55+,Máy giặt Electrolux 9kg,8000000,3
72,20,addcart,xe-dien,36-55,Máy ảnh Canon EOS,25000000,40
66,48,purchased,tam-op-tuong,3-17,Lò vi sóng Panasonic,5000000,59
74,52,addcart,tam-op-tuong,18-35,Máy lọc không khí Sharp,6000000,3
22,76,purchased,may-loc-nuoc,3-17,Tivi LG 55 inch,15000000,54
81,1,view,may-loc-nuoc,36-55,Máy ảnh Canon EOS,25000000,24
71,4,purchased,xe-dien,18-35,Máy tính xách tay Dell,20000000,28
19,51,view,tam-op-tuong,36-55,Máy tính xách tay Dell,20000000,24
59,83,view,may-loc-nuoc,36-55,Lò vi sóng Panasonic,5000000,14
79,10,view,may-loc-nuoc,3-17,Smartphone Xiaomi,7000000,21
90,78,view,thiet-bi-ve-sinh,36-55,Tivi LG 55 inch,15000000,34
92,23,purchased,may-loc-nuoc,3-17,Điều hòa Daikin 12000 BTU,12000000,41
58,18,view,tam-op-tuong,18-35,Máy tính xách tay Dell,20000000,29
18,12,purchased,may-loc-nuoc,55+,Tủ lạnh Samsung 300L,10000000,26
3,60,addcart,thiet-bi-ve-sinh,55+,Máy giặt Electrolux 9kg,8000000,14
78,68,purchased,thiet-bi-ve-sinh,3-17,Máy ảnh Canon EOS,25000000,55
9,57,view,thiet-bi-ve-sinh,3-17,Smartphone Xiaomi,7000000,18
36,49,addcart,thiet-bi-ve-sinh,3-17,Loa bluetooth JBL,3000000,52
91,32,purchased,may-loc-nuoc,3-17,Smartphone Xiaomi,7000000,10
38,94,addcart,thiet-bi-ve-sinh,36-55,Tủ lạnh Samsung 300L,10000000,9
15,77,view,tam-op-tuong,36-55,Smartphone Xiaomi,7000000,4
31,83,purchased,xe-dien,55+,Máy ảnh Canon EOS,25000000,51
51,39,view,thiet-bi-ve-sinh,3-17,Lò vi sóng Panasonic,5000000,53
47,43,addcart,tam-op-tuong,55+,Smartphone Xiaomi,7000000,14
61,57,addcart,may-loc-nuoc,18-35,Máy tính xách tay Dell,20000000,59
90,92,addcart,thiet-bi-ve-sinh,36-55,Tủ lạnh Samsung 300L,10000000,45
54,10,view,tam-op-tuong,36-55,Máy ảnh Canon EOS,25000000,40
63,91,addcart,xe-dien,18-35,Smartphone Xiaomi,7000000,45
36,57,view,tam-op-tuong,3-17,Điều hòa Daikin 12000 BTU,12000000,47
6,19,purchased,thiet-bi-ve-sinh,3-17,Loa bluetooth JBL,3000000,38
98,31,addcart,xe-dien,18-35,Lò vi sóng Panasonic,5000000,54
79,29,addcart,tam-op-tuong,18-35,Lò vi sóng Panasonic,5000000,42
83,14,view,tam-op-tuong,18-35,Điều hòa Daikin 12000 BTU,12000000,53
52,68,view,tam-op-tuong,3-17,Lò vi sóng Panasonic,5000000,53
72,93,view,thiet-bi-ve-sinh,55+,Tủ lạnh Samsung 300L,10000000,51
69,84,purchased,may-loc-nuoc,3-17,Loa bluetooth JBL,3000000,9
8,8,addcart,may-loc-nuoc,3-17,Điều hòa Daikin 12000 BTU,12000000,16
60,59,view,thiet-bi-ve-sinh,3-17,Tivi LG 55 inch,15000000,59
76,2,addcart,xe-dien,55+,Smartphone Xiaomi,7000000,1
22,8,view,may-loc-nuoc,55+,Máy tính xách tay Dell,20000000,24
95,12,purchased,thiet-bi-ve-sinh,55+,Loa bluetooth JBL,3000000,33
66,40,view,thiet-bi-ve-sinh,18-35,Lò vi sóng Panasonic,5000000,21
55,85,purchased,may-loc-nuoc,18-35,Smartphone Xiaomi,7000000,29
39,96,purchased,may-loc-nuoc,3-17,Tủ lạnh Samsung 300L,10000000,52
50,86,addcart,tam-op-tuong,3-17,Smartphone Xiaomi,7000000,37
11,69,view,tam-op-tuong,36-55,Điều hòa Daikin 12000 BTU,12000000,15
79,61,view,thiet-bi-ve-sinh,36-55,Máy ảnh Canon EOS,25000000,5
34,59,addcart,tam-op-tuong,55+,Điều hòa Daikin 12000 BTU,12000000,6
52,64,addcart,tam-op-tuong,3-17,Máy lọc không khí Sharp,6000000,38
18,41,view,may-loc-nuoc,3-17,Máy lọc không khí Sharp,6000000,14
76,39,view,may-loc-nuoc,36-55,Máy giặt Electrolux 9kg,8000000,53
96,58,view,xe-dien,18-35,Tivi LG 55 inch,15000000,13
98,64,addcart,tam-op-tuong,55+,Máy lọc không khí Sharp,6000000,39
79,73,addcart,xe-dien,3-17,Tủ lạnh Samsung 300L,10000000,37
74,24,addcart,may-loc-nuoc,3-17,Tủ lạnh Samsung 300L,10000000,38
94,6,purchased,tam-op-tuong,3-17,Máy tính xách tay Dell,20000000,40
56,2,view,xe-dien,55+,Máy giặt Electrolux 9kg,8000000,1
6,84,addcart,thiet-bi-ve-sinh,55+,Tivi LG 55 inch,15000000,7
25,12,view,xe-dien,36-55,Điều hòa Daikin 12000 BTU,12000000,2
91,91,view,xe-dien,3-17,Máy giặt Electrolux 9kg,8000000,25
66,40,purchased,xe-dien,36-55,Tivi LG 55 inch,15000000,18
81,39,addcart,tam-op-tuong,55+,Máy lọc không khí Sharp,6000000,11
68,36,addcart,may-loc-nuoc,18-35,Máy ảnh Canon EOS,25000000,5
74,4,view,thiet-bi-ve-sinh,36-55,Smartphone Xiaomi,7000000,50
13,39,purchased,xe-dien,3-17,Loa bluetooth JBL,3000000,28
85,68,view,xe-dien,18-35,Tivi LG 55 inch,15000000,25
59,77,purchased,may-loc-nuoc,55+,Máy ảnh Canon EOS,25000000,41
49,36,purchased,tam-op-tuong,55+,Tivi LG 55 inch,15000000,55
25,69,addcart,tam-op-tuong,18-35,Máy lọc không khí Sharp,6000000,2
74,50,purchased,xe-dien,3-17,Smartphone Xiaomi,7000000,47
90,48,addcart,may-loc-nuoc,3-17,Smartphone Xiaomi,7000000,23
96,38,purchased,may-loc-nuoc,36-55,Máy tính xách tay Dell,20000000,7
87,70,view,may-loc-nuoc,18-35,Tủ lạnh Samsung 300L,10000000,52
90,29,purchased,thiet-bi-ve-sinh,55+,Máy giặt Electrolux 9kg,8000000,15
51,29,view,may-loc-nuoc,18-35,Loa bluetooth JBL,3000000,15
46,93,addcart,thiet-bi-ve-sinh,36-55,Tủ lạnh Samsung 300L,10000000,40
35,62,view,xe-dien,18-35,Máy tính xách tay Dell,20000000,42
77,89,purchased,tam-op-tuong,18-35,Máy lọc không khí Sharp,6000000,5
27,62,purchased,may-loc-nuoc,36-55,Máy ảnh Canon EOS,25000000,9
26,62,addcart,tam-op-tuong,36-55,Lò vi sóng Panasonic,5000000,51
78,32,view,thiet-bi-ve-sinh,55+,Lò vi sóng Panasonic,5000000,26
79,33,view,may-loc-nuoc,55+,Lò vi sóng Panasonic,5000000,57
29,65,addcart,tam-op-tuong,36-55,Máy tính xách tay Dell,20000000,30
99,67,addcart,thiet-bi-ve-sinh,36-55,Smartphone Xiaomi,7000000,26
11,30,purchased,tam-op-tuong,3-17,Lò vi sóng Panasonic,5000000,5
85,63,addcart,thiet-bi-ve-sinh,3-17,Smartphone Xiaomi,7000000,55
69,80,view,may-loc-nuoc,55+,Tủ lạnh Samsung 300L,10000000,42
